216
12
-0.024151,-0.877403,-0.855729,-1.490618,1.833093,-1.256089,-1.342716,0.461352,-0.863105,1.285954,-4.330535,-27.225705
0.53924,-0.500372,-0.397357,-1.301188,1.326409,-1.94504,-1.163558,1.234733,-1.162075,1.514813,-6.202278,-25.649717
0.53924,1.573298,2.077857,0.340535,-0.418834,0.259603,-0.208049,0.401861,-0.324959,0.427733,-13.927457,-19.011413
-0.869237,-0.59463,-0.855729,1.477112,-0.869219,1.01745,1.404372,-1.501848,0.631744,-0.716562,-7.278942,-8.521287
0.398392,-1.348691,-0.214007,-0.859186,1.270111,-1.049404,-1.282997,0.580333,-1.102281,1.514813,-3.925061,-27.577725
0.961783,-2.385527,-0.305682,-1.553761,1.382708,-0.911613,-1.342716,1.889133,-1.341457,0.713807,-7.267934,-24.79211
-0.798814,1.573298,1.34446,-0.038324,0.876024,0.879659,0.090547,1.05626,0.392568,-0.659347,-14.762495,-17.345342
-0.305847,1.007752,-0.489031,1.540256,-1.432201,0.672974,0.389144,-0.847448,0.990508,-0.830991,-9.968133,-11.74143
-0.798814,1.761814,0.33604,0.593108,-0.756623,1.706401,0.508582,-0.431012,0.392568,-0.430488,-10.982828,-12.899947
-1.503052,0.347948,-0.764055,0.84568,-1.038114,0.259603,1.464091,-1.144902,0.452362,-1.17428,-7.785905,-9.065343
0.257544,-0.688887,-0.214007,-1.490618,1.157515,-1.600565,-1.163558,0.639824,-1.341457,0.828236,-5.081117,-26.607165
-1.6439,0.159432,-0.67238,1.350826,-1.544798,0.879659,1.404372,-0.847448,1.528653,-1.345924,-6.328883,-7.36631
-1.010085,-0.688887,-1.222428,0.214248,-1.375903,0.121813,0.68774,-1.204393,1.289477,-1.345924,-1.920611,-2.247726
-1.150933,-0.971661,-0.855729,1.729685,-0.925518,0.810764,1.523811,-0.728466,0.811126,-0.716562,-5.367125,-6.236542
-0.094575,1.007752,-0.305682,1.413969,-0.812921,1.568611,1.046056,-1.085412,0.332774,-0.773776,-10.266454,-12.120856
